iteration,x,error
0,3.5,10.25
<<<<<<< HEAD
0,2.0357142857142856,2.1441326530612237
1,1.5090852130325816,0.27733818019359235
2,1.4171957101077377,0.008443680747774795
3,1.4142166999796542,8.874501343125729e-6
=======
1,2.0357142857142856,2.1441326530612237
2,1.5090852130325816,0.27733818019359235
3,1.4171957101077377,0.008443680747774795
4,1.4142166999796542,8.874501343125729e-6
>>>>>>> dev
